student_name,subject,score,max_score,test_name,date
Kiaan Joshi,History,55,100,Unit Test 1,2026-01-15
Kiaan Joshi,Mathematics,55,100,Unit Test 1,2026-01-15
Kiaan Joshi,English,66,100,Unit Test 1,2026-01-15
Kiaan Joshi,Geography,41,100,Unit Test 1,2026-01-15
Kiaan Joshi,History,51,100,Unit Test 2,2026-02-14
Kiaan Joshi,English,62,100,Unit Test 2,2026-02-14
Kiaan Joshi,Geography,35,100,Unit Test 2,2026-02-14
Kiaan Joshi,Mathematics,52,100,Unit Test 2,2026-02-14
Kiaan Joshi,Computer Science,49,100,Unit Test 2,2026-02-14
Kiaan Joshi,Mathematics,40,100,Unit Test 3,2026-03-16
Kiaan Joshi,English,57,100,Unit Test 3,2026-03-16
Kiaan Joshi,Computer Science,47,100,Unit Test 3,2026-03-16
Kiaan Joshi,History,46,100,Unit Test 3,2026-03-16
Kiaan Joshi,Geography,32,100,Unit Test 3,2026-03-16
Kiaan Joshi,Computer Science,48,100,Unit Test 4,2026-04-15
Kiaan Joshi,Mathematics,45,100,Unit Test 4,2026-04-15
Kiaan Joshi,History,41,100,Unit Test 4,2026-04-15
Kiaan Joshi,Geography,27,100,Unit Test 4,2026-04-15
Kiaan Joshi,English,50,100,Unit Test 4,2026-04-15
Kiaan Joshi,History,35,100,Unit Test 5,2026-05-15
Kiaan Joshi,Mathematics,41,100,Unit Test 5,2026-05-15
Kiaan Joshi,Geography,23,100,Unit Test 5,2026-05-15
Kiaan Joshi,English,47,100,Unit Test 5,2026-05-15
Kiaan Joshi,Computer Science,50,100,Unit Test 5,2026-05-15
Kiaan Joshi,English,41,100,Unit Test 6,2026-06-14
Kiaan Joshi,Geography,20,100,Unit Test 6,2026-06-14
Kiaan Joshi,Computer Science,47,100,Unit Test 6,2026-06-14
Kiaan Joshi,History,28,100,Unit Test 6,2026-06-14
Kiaan Joshi,Mathematics,38,100,Unit Test 6,2026-06-14
Lavanya Desai,Geography,75,100,Unit Test 1,2026-01-15
Lavanya Desai,History,74,100,Unit Test 1,2026-01-15
Lavanya Desai,English,57,100,Unit Test 1,2026-01-15
Lavanya Desai,Science,66,100,Unit Test 1,2026-01-15
Lavanya Desai,Mathematics,65,100,Unit Test 1,2026-01-15
Lavanya Desai,Computer Science,58,100,Unit Test 1,2026-01-15
Lavanya Desai,Geography,76,100,Unit Test 2,2026-02-14
Lavanya Desai,English,62,100,Unit Test 2,2026-02-14
Lavanya Desai,Mathematics,59,100,Unit Test 2,2026-02-14
Lavanya Desai,History,78,100,Unit Test 2,2026-02-14
Lavanya Desai,Computer Science,56,100,Unit Test 2,2026-02-14
Lavanya Desai,Science,70,100,Unit Test 2,2026-02-14
Lavanya Desai,History,83,100,Unit Test 3,2026-03-16
Lavanya Desai,Mathematics,54,100,Unit Test 3,2026-03-16
Lavanya Desai,Geography,73,100,Unit Test 3,2026-03-16
Lavanya Desai,Science,63,100,Unit Test 3,2026-03-16
Lavanya Desai,Computer Science,56,100,Unit Test 3,2026-03-16
Lavanya Desai,English,68,100,Unit Test 3,2026-03-16
Lavanya Desai,Science,51,100,Unit Test 4,2026-04-15
Lavanya Desai,English,73,100,Unit Test 4,2026-04-15
Lavanya Desai,Mathematics,49,100,Unit Test 4,2026-04-15
Lavanya Desai,History,90,100,Unit Test 4,2026-04-15
Lavanya Desai,Geography,71,100,Unit Test 4,2026-04-15
Lavanya Desai,Computer Science,58,100,Unit Test 4,2026-04-15
Lavanya Desai,Science,58,100,Unit Test 5,2026-05-15
Lavanya Desai,Computer Science,61,100,Unit Test 5,2026-05-15
Lavanya Desai,Geography,69,100,Unit Test 5,2026-05-15
Lavanya Desai,History,94,100,Unit Test 5,2026-05-15
Lavanya Desai,English,76,100,Unit Test 5,2026-05-15
Lavanya Desai,Mathematics,45,100,Unit Test 5,2026-05-15
Lavanya Desai,History,100,100,Unit Test 6,2026-06-14
Lavanya Desai,English,82,100,Unit Test 6,2026-06-14
Lavanya Desai,Science,58,100,Unit Test 6,2026-06-14
Lavanya Desai,Geography,71,100,Unit Test 6,2026-06-14
Lavanya Desai,Mathematics,41,100,Unit Test 6,2026-06-14
Lavanya Desai,Computer Science,62,100,Unit Test 6,2026-06-14
Lavanya Gupta,Mathematics,88,100,Unit Test 1,2026-01-15
Lavanya Gupta,English,55,100,Unit Test 1,2026-01-15
Lavanya Gupta,History,60,100,Unit Test 1,2026-01-15
Lavanya Gupta,Computer Science,54,100,Unit Test 1,2026-01-15
Lavanya Gupta,Science,70,100,Unit Test 1,2026-01-15
Lavanya Gupta,Geography,50,100,Unit Test 1,2026-01-15
Lavanya Gupta,History,61,100,Unit Test 2,2026-02-14
Lavanya Gupta,Mathematics,86,100,Unit Test 2,2026-02-14
Lavanya Gupta,English,61,100,Unit Test 2,2026-02-14
Lavanya Gupta,Computer Science,58,100,Unit Test 2,2026-02-14
Lavanya Gupta,Geography,49,100,Unit Test 2,2026-02-14
Lavanya Gupta,Science,69,100,Unit Test 2,2026-02-14
Lavanya Gupta,Geography,44,100,Unit Test 3,2026-03-16
Lavanya Gupta,Mathematics,84,100,Unit Test 3,2026-03-16
Lavanya Gupta,English,68,100,Unit Test 3,2026-03-16
Lavanya Gupta,History,62,100,Unit Test 3,2026-03-16
Lavanya Gupta,Science,68,100,Unit Test 3,2026-03-16
Lavanya Gupta,Computer Science,62,100,Unit Test 3,2026-03-16
Lavanya Gupta,History,59,100,Unit Test 4,2026-04-15
Lavanya Gupta,Geography,33,100,Unit Test 4,2026-04-15
Lavanya Gupta,Science,70,100,Unit Test 4,2026-04-15
Lavanya Gupta,Mathematics,87,100,Unit Test 4,2026-04-15
Lavanya Gupta,Computer Science,68,100,Unit Test 4,2026-04-15
Lavanya Gupta,English,72,100,Unit Test 4,2026-04-15
Lavanya Gupta,Science,69,100,Unit Test 5,2026-05-15
Lavanya Gupta,History,58,100,Unit Test 5,2026-05-15
Lavanya Gupta,Mathematics,87,100,Unit Test 5,2026-05-15
Lavanya Gupta,English,79,100,Unit Test 5,2026-05-15
Lavanya Gupta,Computer Science,71,100,Unit Test 5,2026-05-15
Lavanya Gupta,Geography,44,100,Unit Test 5,2026-05-15
Lavanya Gupta,Science,69,100,Unit Test 6,2026-06-14
Lavanya Gupta,Computer Science,75,100,Unit Test 6,2026-06-14
Lavanya Gupta,Mathematics,89,100,Unit Test 6,2026-06-14
Lavanya Gupta,History,55,100,Unit Test 6,2026-06-14
Lavanya Gupta,Geography,38,100,Unit Test 6,2026-06-14
Lavanya Gupta,English,86,100,Unit Test 6,2026-06-14
Lavanya Patel,English,80,100,Unit Test 1,2026-01-15
Lavanya Patel,Computer Science,50,100,Unit Test 1,2026-01-15
Lavanya Patel,History,71,100,Unit Test 1,2026-01-15
Lavanya Patel,Geography,53,100,Unit Test 1,2026-01-15
Lavanya Patel,Mathematics,73,100,Unit Test 1,2026-01-15
Lavanya Patel,Geography,50,100,Unit Test 2,2026-02-14
Lavanya Patel,English,82,100,Unit Test 2,2026-02-14
Lavanya Patel,History,65,100,Unit Test 2,2026-02-14
Lavanya Patel,Mathematics,74,100,Unit Test 2,2026-02-14
Lavanya Patel,Computer Science,44,100,Unit Test 2,2026-02-14
Lavanya Patel,English,82,100,Unit Test 3,2026-03-16
Lavanya Patel,Computer Science,39,100,Unit Test 3,2026-03-16
Lavanya Patel,Mathematics,76,100,Unit Test 3,2026-03-16
Lavanya Patel,History,59,100,Unit Test 3,2026-03-16
Lavanya Patel,Geography,53,100,Unit Test 3,2026-03-16
Lavanya Patel,Computer Science,35,100,Unit Test 4,2026-04-15
Lavanya Patel,Geography,50,100,Unit Test 4,2026-04-15
Lavanya Patel,History,52,100,Unit Test 4,2026-04-15
Lavanya Patel,Mathematics,73,100,Unit Test 4,2026-04-15
Lavanya Patel,English,80,100,Unit Test 4,2026-04-15
Lavanya Patel,Computer Science,31,100,Unit Test 5,2026-05-15
Lavanya Patel,History,46,100,Unit Test 5,2026-05-15
Lavanya Patel,Geography,47,100,Unit Test 5,2026-05-15
Lavanya Patel,Mathematics,73,100,Unit Test 5,2026-05-15
Lavanya Patel,English,81,100,Unit Test 5,2026-05-15
Lavanya Patel,Computer Science,25,100,Unit Test 6,2026-06-14
Lavanya Patel,Mathematics,75,100,Unit Test 6,2026-06-14
Lavanya Patel,Geography,46,100,Unit Test 6,2026-06-14
Lavanya Patel,History,43,100,Unit Test 6,2026-06-14
Lavanya Patel,English,82,100,Unit Test 6,2026-06-14
Meera Verma,Geography,50,100,Unit Test 1,2026-01-15
Meera Verma,Computer Science,61,100,Unit Test 1,2026-01-15
Meera Verma,Mathematics,82,100,Unit Test 1,2026-01-15
Meera Verma,Science,79,100,Unit Test 1,2026-01-15
Meera Verma,Computer Science,54,100,Unit Test 2,2026-02-14
Meera Verma,Geography,45,100,Unit Test 2,2026-02-14
Meera Verma,Science,73,100,Unit Test 2,2026-02-14
Meera Verma,Mathematics,76,100,Unit Test 2,2026-02-14
Meera Verma,Computer Science,49,100,Unit Test 3,2026-03-16
Meera Verma,Science,67,100,Unit Test 3,2026-03-16
Meera Verma,Geography,41,100,Unit Test 3,2026-03-16
Meera Verma,Mathematics,72,100,Unit Test 3,2026-03-16
Meera Verma,Geography,34,100,Unit Test 4,2026-04-15
Meera Verma,Computer Science,45,100,Unit Test 4,2026-04-15
Meera Verma,Science,62,100,Unit Test 4,2026-04-15
Meera Verma,Mathematics,68,100,Unit Test 4,2026-04-15
Meera Verma,Geography,29,100,Unit Test 5,2026-05-15
Meera Verma,Mathematics,63,100,Unit Test 5,2026-05-15
Meera Verma,Science,58,100,Unit Test 5,2026-05-15
Meera Verma,Computer Science,41,100,Unit Test 5,2026-05-15
Meera Verma,Science,54,100,Unit Test 6,2026-06-14
Meera Verma,Geography,23,100,Unit Test 6,2026-06-14
Meera Verma,Mathematics,60,100,Unit Test 6,2026-06-14
Meera Verma,Computer Science,38,100,Unit Test 6,2026-06-14
Myra Menon,Geography,43,100,Unit Test 1,2026-01-15
Myra Menon,History,52,100,Unit Test 1,2026-01-15
Myra Menon,Computer Science,51,100,Unit Test 1,2026-01-15
Myra Menon,English,61,100,Unit Test 1,2026-01-15
Myra Menon,Science,58,100,Unit Test 1,2026-01-15
Myra Menon,Mathematics,92,100,Unit Test 1,2026-01-15
Myra Menon,History,57,100,Unit Test 2,2026-02-14
Myra Menon,Science,54,100,Unit Test 2,2026-02-14
Myra Menon,English,69,100,Unit Test 2,2026-02-14
Myra Menon,Geography,45,100,Unit Test 2,2026-02-14
Myra Menon,Mathematics,83,100,Unit Test 2,2026-02-14
Myra Menon,Computer Science,56,100,Unit Test 2,2026-02-14
Myra Menon,Computer Science,61,100,Unit Test 3,2026-03-16
Myra Menon,English,59,100,Unit Test 3,2026-03-16
Myra Menon,Science,48,100,Unit Test 3,2026-03-16
Myra Menon,History,64,100,Unit Test 3,2026-03-16
Myra Menon,Geography,31,100,Unit Test 3,2026-03-16
Myra Menon,Mathematics,69,100,Unit Test 3,2026-03-16
Myra Menon,History,68,100,Unit Test 4,2026-04-15
Myra Menon,Geography,35,100,Unit Test 4,2026-04-15
Myra Menon,Mathematics,59,100,Unit Test 4,2026-04-15
Myra Menon,English,62,100,Unit Test 4,2026-04-15
Myra Menon,Computer Science,65,100,Unit Test 4,2026-04-15
Myra Menon,Science,43,100,Unit Test 4,2026-04-15
Myra Menon,English,69,100,Unit Test 5,2026-05-15
Myra Menon,Computer Science,70,100,Unit Test 5,2026-05-15
Myra Menon,Science,37,100,Unit Test 5,2026-05-15
Myra Menon,History,74,100,Unit Test 5,2026-05-15
Myra Menon,Geography,24,100,Unit Test 5,2026-05-15
Myra Menon,Mathematics,47,100,Unit Test 5,2026-05-15
Myra Menon,Mathematics,52,100,Unit Test 6,2026-06-14
Myra Menon,English,58,100,Unit Test 6,2026-06-14
Myra Menon,History,80,100,Unit Test 6,2026-06-14
Myra Menon,Geography,23,100,Unit Test 6,2026-06-14
Myra Menon,Science,31,100,Unit Test 6,2026-06-14
Myra Menon,Computer Science,73,100,Unit Test 6,2026-06-14
Nisha Malhotra,Science,47,100,Unit Test 1,2026-01-15
Nisha Malhotra,Mathematics,62,100,Unit Test 1,2026-01-15
Nisha Malhotra,History,67,100,Unit Test 1,2026-01-15
Nisha Malhotra,Geography,79,100,Unit Test 1,2026-01-15
Nisha Malhotra,Computer Science,85,100,Unit Test 1,2026-01-15
Nisha Malhotra,Computer Science,92,100,Unit Test 2,2026-02-14
Nisha Malhotra,History,74,100,Unit Test 2,2026-02-14
Nisha Malhotra,Mathematics,58,100,Unit Test 2,2026-02-14
Nisha Malhotra,Science,42,100,Unit Test 2,2026-02-14
Nisha Malhotra,Geography,79,100,Unit Test 2,2026-02-14
Nisha Malhotra,History,68,100,Unit Test 3,2026-03-16
Nisha Malhotra,Mathematics,51,100,Unit Test 3,2026-03-16
Nisha Malhotra,Computer Science,98,100,Unit Test 3,2026-03-16
Nisha Malhotra,Geography,78,100,Unit Test 3,2026-03-16
Nisha Malhotra,Science,37,100,Unit Test 3,2026-03-16
Nisha Malhotra,Computer Science,100,100,Unit Test 4,2026-04-15
Nisha Malhotra,Science,32,100,Unit Test 4,2026-04-15
Nisha Malhotra,Mathematics,45,100,Unit Test 4,2026-04-15
Nisha Malhotra,History,63,100,Unit Test 4,2026-04-15
Nisha Malhotra,Geography,78,100,Unit Test 4,2026-04-15
Nisha Malhotra,Science,27,100,Unit Test 5,2026-05-15
Nisha Malhotra,Computer Science,100,100,Unit Test 5,2026-05-15
Nisha Malhotra,Geography,77,100,Unit Test 5,2026-05-15
Nisha Malhotra,Mathematics,41,100,Unit Test 5,2026-05-15
Nisha Malhotra,History,73,100,Unit Test 5,2026-05-15
Nisha Malhotra,Geography,77,100,Unit Test 6,2026-06-14
Nisha Malhotra,Computer Science,100,100,Unit Test 6,2026-06-14
Nisha Malhotra,Science,22,100,Unit Test 6,2026-06-14
Nisha Malhotra,Mathematics,34,100,Unit Test 6,2026-06-14
Nisha Malhotra,History,74,100,Unit Test 6,2026-06-14
Om Singh,History,79,100,Unit Test 1,2026-01-15
Om Singh,Science,64,100,Unit Test 1,2026-01-15
Om Singh,Geography,63,100,Unit Test 1,2026-01-15
Om Singh,Computer Science,94,100,Unit Test 1,2026-01-15
Om Singh,English,62,100,Unit Test 1,2026-01-15
Om Singh,Geography,69,100,Unit Test 2,2026-02-14
Om Singh,Science,62,100,Unit Test 2,2026-02-14
Om Singh,History,78,100,Unit Test 2,2026-02-14
Om Singh,Computer Science,100,100,Unit Test 2,2026-02-14
Om Singh,English,56,100,Unit Test 2,2026-02-14
Om Singh,History,79,100,Unit Test 3,2026-03-16
Om Singh,Geography,74,100,Unit Test 3,2026-03-16
Om Singh,Science,62,100,Unit Test 3,2026-03-16
Om Singh,English,49,100,Unit Test 3,2026-03-16
Om Singh,Computer Science,96,100,Unit Test 3,2026-03-16
Om Singh,Science,65,100,Unit Test 4,2026-04-15
Om Singh,English,45,100,Unit Test 4,2026-04-15
Om Singh,History,81,100,Unit Test 4,2026-04-15
Om Singh,Computer Science,91,100,Unit Test 4,2026-04-15
Om Singh,Geography,78,100,Unit Test 4,2026-04-15
Om Singh,English,39,100,Unit Test 5,2026-05-15
Om Singh,History,84,100,Unit Test 5,2026-05-15
Om Singh,Geography,84,100,Unit Test 5,2026-05-15
Om Singh,Computer Science,97,100,Unit Test 5,2026-05-15
Om Singh,Science,64,100,Unit Test 5,2026-05-15
Om Singh,Science,65,100,Unit Test 6,2026-06-14
Om Singh,Computer Science,100,100,Unit Test 6,2026-06-14
Om Singh,Geography,88,100,Unit Test 6,2026-06-14
Om Singh,History,84,100,Unit Test 6,2026-06-14
Om Singh,English,35,100,Unit Test 6,2026-06-14
Pranav Desai,Computer Science,83,100,Unit Test 1,2026-01-15
Pranav Desai,Mathematics,94,100,Unit Test 1,2026-01-15
Pranav Desai,Science,90,100,Unit Test 1,2026-01-15
Pranav Desai,English,73,100,Unit Test 1,2026-01-15
Pranav Desai,Geography,45,100,Unit Test 1,2026-01-15
Pranav Desai,History,54,100,Unit Test 1,2026-01-15
Pranav Desai,Science,96,100,Unit Test 2,2026-02-14
Pranav Desai,English,62,100,Unit Test 2,2026-02-14
Pranav Desai,Mathematics,99,100,Unit Test 2,2026-02-14
Pranav Desai,Geography,40,100,Unit Test 2,2026-02-14
Pranav Desai,Computer Science,80,100,Unit Test 2,2026-02-14
Pranav Desai,History,61,100,Unit Test 2,2026-02-14
Pranav Desai,Mathematics,100,100,Unit Test 3,2026-03-16
Pranav Desai,Geography,34,100,Unit Test 3,2026-03-16
Pranav Desai,English,66,100,Unit Test 3,2026-03-16
Pranav Desai,Computer Science,82,100,Unit Test 3,2026-03-16
Pranav Desai,Science,100,100,Unit Test 3,2026-03-16
Pranav Desai,History,66,100,Unit Test 3,2026-03-16
Pranav Desai,Computer Science,81,100,Unit Test 4,2026-04-15
Pranav Desai,Science,100,100,Unit Test 4,2026-04-15
Pranav Desai,History,72,100,Unit Test 4,2026-04-15
Pranav Desai,English,78,100,Unit Test 4,2026-04-15
Pranav Desai,Geography,29,100,Unit Test 4,2026-04-15
Pranav Desai,Mathematics,100,100,Unit Test 4,2026-04-15
Pranav Desai,Mathematics,100,100,Unit Test 5,2026-05-15
Pranav Desai,English,79,100,Unit Test 5,2026-05-15
Pranav Desai,Geography,24,100,Unit Test 5,2026-05-15
Pranav Desai,Science,100,100,Unit Test 5,2026-05-15
Pranav Desai,Computer Science,84,100,Unit Test 5,2026-05-15
Pranav Desai,History,76,100,Unit Test 5,2026-05-15
Pranav Desai,Computer Science,83,100,Unit Test 6,2026-06-14
Pranav Desai,Mathematics,100,100,Unit Test 6,2026-06-14
Pranav Desai,English,90,100,Unit Test 6,2026-06-14
Pranav Desai,History,83,100,Unit Test 6,2026-06-14
Pranav Desai,Science,100,100,Unit Test 6,2026-06-14
Pranav Desai,Geography,20,100,Unit Test 6,2026-06-14
Pranav Singh,English,60,100,Unit Test 1,2026-01-15
Pranav Singh,Geography,80,100,Unit Test 1,2026-01-15
Pranav Singh,Mathematics,62,100,Unit Test 1,2026-01-15
Pranav Singh,Computer Science,63,100,Unit Test 1,2026-01-15
Pranav Singh,Science,82,100,Unit Test 1,2026-01-15
Pranav Singh,History,56,100,Unit Test 1,2026-01-15
Pranav Singh,Science,76,100,Unit Test 2,2026-02-14
Pranav Singh,English,54,100,Unit Test 2,2026-02-14
Pranav Singh,Mathematics,55,100,Unit Test 2,2026-02-14
Pranav Singh,Geography,80,100,Unit Test 2,2026-02-14
Pranav Singh,Computer Science,62,100,Unit Test 2,2026-02-14
Pranav Singh,History,49,100,Unit Test 2,2026-02-14
Pranav Singh,Science,72,100,Unit Test 3,2026-03-16
Pranav Singh,Mathematics,50,100,Unit Test 3,2026-03-16
Pranav Singh,Geography,78,100,Unit Test 3,2026-03-16
Pranav Singh,English,50,100,Unit Test 3,2026-03-16
Pranav Singh,Computer Science,62,100,Unit Test 3,2026-03-16
Pranav Singh,History,43,100,Unit Test 3,2026-03-16
Pranav Singh,Computer Science,59,100,Unit Test 4,2026-04-15
Pranav Singh,Mathematics,44,100,Unit Test 4,2026-04-15
Pranav Singh,History,37,100,Unit Test 4,2026-04-15
Pranav Singh,Geography,76,100,Unit Test 4,2026-04-15
Pranav Singh,English,44,100,Unit Test 4,2026-04-15
Pranav Singh,Science,66,100,Unit Test 4,2026-04-15
Pranav Singh,Computer Science,57,100,Unit Test 5,2026-05-15
Pranav Singh,English,38,100,Unit Test 5,2026-05-15
Pranav Singh,Mathematics,41,100,Unit Test 5,2026-05-15
Pranav Singh,History,31,100,Unit Test 5,2026-05-15
Pranav Singh,Geography,76,100,Unit Test 5,2026-05-15
Pranav Singh,Science,61,100,Unit Test 5,2026-05-15
Pranav Singh,Geography,79,100,Unit Test 6,2026-06-14
Pranav Singh,Science,56,100,Unit Test 6,2026-06-14
Pranav Singh,Mathematics,38,100,Unit Test 6,2026-06-14
Pranav Singh,English,31,100,Unit Test 6,2026-06-14
Pranav Singh,Computer Science,56,100,Unit Test 6,2026-06-14
Pranav Singh,History,27,100,Unit Test 6,2026-06-14
Reyansh Rao,Mathematics,64,100,Unit Test 1,2026-01-15
Reyansh Rao,Geography,69,100,Unit Test 1,2026-01-15
Reyansh Rao,English,74,100,Unit Test 1,2026-01-15
Reyansh Rao,Science,69,100,Unit Test 1,2026-01-15
Reyansh Rao,English,81,100,Unit Test 2,2026-02-14
Reyansh Rao,Geography,65,100,Unit Test 2,2026-02-14
Reyansh Rao,Mathematics,61,100,Unit Test 2,2026-02-14
Reyansh Rao,Science,63,100,Unit Test 2,2026-02-14
Reyansh Rao,Science,56,100,Unit Test 3,2026-03-16
Reyansh Rao,English,87,100,Unit Test 3,2026-03-16
Reyansh Rao,Geography,61,100,Unit Test 3,2026-03-16
Reyansh Rao,Mathematics,56,100,Unit Test 3,2026-03-16
Reyansh Rao,Geography,55,100,Unit Test 4,2026-04-15
Reyansh Rao,Mathematics,53,100,Unit Test 4,2026-04-15
Reyansh Rao,English,92,100,Unit Test 4,2026-04-15
Reyansh Rao,Science,53,100,Unit Test 4,2026-04-15
Reyansh Rao,Science,47,100,Unit Test 5,2026-05-15
Reyansh Rao,Mathematics,49,100,Unit Test 5,2026-05-15
Reyansh Rao,Geography,51,100,Unit Test 5,2026-05-15
Reyansh Rao,English,98,100,Unit Test 5,2026-05-15
Reyansh Rao,Geography,47,100,Unit Test 6,2026-06-14
Reyansh Rao,Science,42,100,Unit Test 6,2026-06-14
Reyansh Rao,English,100,100,Unit Test 6,2026-06-14
Reyansh Rao,Mathematics,45,100,Unit Test 6,2026-06-14
Reyansh Reddy,Mathematics,52,100,Unit Test 1,2026-01-15
Reyansh Reddy,History,80,100,Unit Test 1,2026-01-15
Reyansh Reddy,Science,70,100,Unit Test 1,2026-01-15
Reyansh Reddy,English,78,100,Unit Test 1,2026-01-15
Reyansh Reddy,Science,66,100,Unit Test 2,2026-02-14
Reyansh Reddy,Mathematics,55,100,Unit Test 2,2026-02-14
Reyansh Reddy,History,81,100,Unit Test 2,2026-02-14
Reyansh Reddy,English,64,100,Unit Test 2,2026-02-14
Reyansh Reddy,Science,63,100,Unit Test 3,2026-03-16
Reyansh Reddy,English,75,100,Unit Test 3,2026-03-16
Reyansh Reddy,Mathematics,62,100,Unit Test 3,2026-03-16
Reyansh Reddy,History,82,100,Unit Test 3,2026-03-16
Reyansh Reddy,History,81,100,Unit Test 4,2026-04-15
Reyansh Reddy,Science,57,100,Unit Test 4,2026-04-15
Reyansh Reddy,English,68,100,Unit Test 4,2026-04-15
Reyansh Reddy,Mathematics,66,100,Unit Test 4,2026-04-15
Reyansh Reddy,Science,52,100,Unit Test 5,2026-05-15
Reyansh Reddy,Mathematics,73,100,Unit Test 5,2026-05-15
Reyansh Reddy,English,70,100,Unit Test 5,2026-05-15
Reyansh Reddy,History,79,100,Unit Test 5,2026-05-15
Reyansh Reddy,Mathematics,79,100,Unit Test 6,2026-06-14
Reyansh Reddy,Science,47,100,Unit Test 6,2026-06-14
Reyansh Reddy,English,85,100,Unit Test 6,2026-06-14
Reyansh Reddy,History,80,100,Unit Test 6,2026-06-14
Riya Singh,Mathematics,71,100,Unit Test 1,2026-01-15
Riya Singh,English,86,100,Unit Test 1,2026-01-15
Riya Singh,Science,68,100,Unit Test 1,2026-01-15
Riya Singh,History,77,100,Unit Test 1,2026-01-15
Riya Singh,Geography,81,100,Unit Test 1,2026-01-15
Riya Singh,Geography,77,100,Unit Test 2,2026-02-14
Riya Singh,History,80,100,Unit Test 2,2026-02-14
Riya Singh,English,83,100,Unit Test 2,2026-02-14
Riya Singh,Mathematics,68,100,Unit Test 2,2026-02-14
Riya Singh,Science,81,100,Unit Test 2,2026-02-14
Riya Singh,History,76,100,Unit Test 3,2026-03-16
Riya Singh,Science,78,100,Unit Test 3,2026-03-16
Riya Singh,Geography,71,100,Unit Test 3,2026-03-16
Riya Singh,Mathematics,68,100,Unit Test 3,2026-03-16
Riya Singh,English,84,100,Unit Test 3,2026-03-16
Riya Singh,Geography,66,100,Unit Test 4,2026-04-15
Riya Singh,Mathematics,65,100,Unit Test 4,2026-04-15
Riya Singh,English,81,100,Unit Test 4,2026-04-15
Riya Singh,History,78,100,Unit Test 4,2026-04-15
Riya Singh,Science,86,100,Unit Test 4,2026-04-15
Riya Singh,Mathematics,64,100,Unit Test 5,2026-05-15
Riya Singh,History,92,100,Unit Test 5,2026-05-15
Riya Singh,Science,91,100,Unit Test 5,2026-05-15
Riya Singh,Geography,60,100,Unit Test 5,2026-05-15
Riya Singh,English,82,100,Unit Test 5,2026-05-15
Riya Singh,Science,78,100,Unit Test 6,2026-06-14
Riya Singh,Geography,55,100,Unit Test 6,2026-06-14
Riya Singh,History,99,100,Unit Test 6,2026-06-14
Riya Singh,English,85,100,Unit Test 6,2026-06-14
Riya Singh,Mathematics,63,100,Unit Test 6,2026-06-14
Rohan Kulkarni,History,51,100,Unit Test 1,2026-01-15
Rohan Kulkarni,English,53,100,Unit Test 1,2026-01-15
Rohan Kulkarni,Mathematics,71,100,Unit Test 1,2026-01-15
Rohan Kulkarni,Computer Science,73,100,Unit Test 1,2026-01-15
Rohan Kulkarni,Science,82,100,Unit Test 1,2026-01-15
Rohan Kulkarni,Geography,69,100,Unit Test 1,2026-01-15
Rohan Kulkarni,Geography,68,100,Unit Test 2,2026-02-14
Rohan Kulkarni,Computer Science,74,100,Unit Test 2,2026-02-14
Rohan Kulkarni,Mathematics,71,100,Unit Test 2,2026-02-14
Rohan Kulkarni,Science,88,100,Unit Test 2,2026-02-14
Rohan Kulkarni,English,56,100,Unit Test 2,2026-02-14
Rohan Kulkarni,History,50,100,Unit Test 2,2026-02-14
Rohan Kulkarni,History,51,100,Unit Test 3,2026-03-16
Rohan Kulkarni,Mathematics,72,100,Unit Test 3,2026-03-16
Rohan Kulkarni,English,59,100,Unit Test 3,2026-03-16
Rohan Kulkarni,Science,92,100,Unit Test 3,2026-03-16
Rohan Kulkarni,Computer Science,75,100,Unit Test 3,2026-03-16
Rohan Kulkarni,Geography,69,100,Unit Test 3,2026-03-16
Rohan Kulkarni,Geography,69,100,Unit Test 4,2026-04-15
Rohan Kulkarni,Mathematics,72,100,Unit Test 4,2026-04-15
Rohan Kulkarni,Computer Science,73,100,Unit Test 4,2026-04-15
Rohan Kulkarni,English,59,100,Unit Test 4,2026-04-15
Rohan Kulkarni,Science,99,100,Unit Test 4,2026-04-15
Rohan Kulkarni,History,52,100,Unit Test 4,2026-04-15
Rohan Kulkarni,Mathematics,74,100,Unit Test 5,2026-05-15
Rohan Kulkarni,Computer Science,75,100,Unit Test 5,2026-05-15
Rohan Kulkarni,Geography,67,100,Unit Test 5,2026-05-15
Rohan Kulkarni,History,54,100,Unit Test 5,2026-05-15
Rohan Kulkarni,Science,100,100,Unit Test 5,2026-05-15
Rohan Kulkarni,English,60,100,Unit Test 5,2026-05-15
Rohan Kulkarni,English,58,100,Unit Test 6,2026-06-14
Rohan Kulkarni,Mathematics,77,100,Unit Test 6,2026-06-14
Rohan Kulkarni,History,56,100,Unit Test 6,2026-06-14
Rohan Kulkarni,Computer Science,74,100,Unit Test 6,2026-06-14
Rohan Kulkarni,Science,100,100,Unit Test 6,2026-06-14
Rohan Kulkarni,Geography,68,100,Unit Test 6,2026-06-14
Rudra Joshi,Computer Science,79,100,Unit Test 1,2026-01-15
Rudra Joshi,Science,48,100,Unit Test 1,2026-01-15
Rudra Joshi,History,65,100,Unit Test 1,2026-01-15
Rudra Joshi,Mathematics,61,100,Unit Test 1,2026-01-15
Rudra Joshi,Computer Science,81,100,Unit Test 2,2026-02-14
Rudra Joshi,History,60,100,Unit Test 2,2026-02-14
